location
"Escape Room Coco Room Torrejón de Ardoz, C. Virgen Paloma, 3, 28850 Torrejón de Ardoz, Madrid, España"
"Edificio 44, 2 planta, 11"
"ZENDAL. Av. Manuel Fraga Iribarne, 2 (Pabellón 1)"
